folder,file,indent_depth,force,modulus,hertzfactor,contactpointindex,bestcontactpointrms,contactpointposition,indent_time,x,y,setpoint_N,setpoint_V,sensitivity,springconstant,beadradius,animal,orient,setpoint,speed,condition,stage,x_image,y_image,roi,beta_pyforce,k0_pyforce,k_pyforce,pix_per_m
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.54.21.354.mat,3.19E-06,1.00E-08,306.2163,1.7627,5304,2.54E-19,4.78E-05,0.175,-0.0003788,0.002966,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.5656996,873.4858629,0,0.184073231,316.1521374,299.141834,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.54.37.500.mat,3.03E-06,1.00E-08,331.8488,1.9103,6135,4.38E-19,3.96E-05,0.167,-0.0003539,0.0029647,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,760.6194582,852.8375111,0,0.136995035,359.5391828,297.7356941,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.55.05.703.mat,2.67E-06,9.97E-09,396.6455,2.2833,3733,1.65E-19,6.36E-05,0.149,-0.0003801,0.002941,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8007074,873.4794998,0,0.137176374,386.23801,328.9126339,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.55.19.838.mat,2.80E-06,1.00E-08,367.1467,2.1135,4366,8.48E-19,5.73E-05,0.1555,-0.0004051,0.0029422,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8358775,894.2062251,0,0.139472697,347.9429098,279.9300304,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.55.33.996.mat,2.21E-06,1.00E-08,530.0419,3.0512,4112,1.98E-19,5.99E-05,0.126,-0.0004301,0.0029435,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.7863263,914.9372762,0,0.185122981,509.0702562,505.1589334,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.55.47.573.mat,3.26E-06,1.00E-08,286.5837,1.6497,3954,1.41E-17,6.15E-05,0.1785,-0.000455,0.0029447,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.817289,935.5813022,0,0.089570379,143.1349334,72.26198227,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.56.09.211.mat,3.11E-06,1.02E-08,298.8106,1.7201,8213,5.72E-17,1.85E-05,0.1715,-0.00048,0.0029459,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8524591,956.3080274,0,0.137003225,417.5979668,362.7048172,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.56.24.936.mat,4.28E-06,1.00E-08,195.1786,1.1236,6364,7.16E-19,3.73E-05,0.2295,-0.000505,0.0029472,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8029078,977.0390785,0,0.164626933,217.3209674,170.5268135,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.56.46.590.mat,5.91E-06,1.01E-08,122.0115,0.70236,7871,2.22E-18,2.16E-05,0.3115,-0.0005299,0.0029484,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8338706,997.6831045,0,0.181226719,137.0302822,122.0115346,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.57.02.345.mat,3.83E-06,1.00E-08,231.3419,1.3317,7368,3.59E-19,2.72E-05,0.207,-0.0005549,0.0029497,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.7843194,1018.414156,0,NaN,NaN,NaN,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.57.16.990.mat,6.94E-06,9.95E-09,93.7851,0.53988,3191,1.06E-18,6.90E-05,0.3625,-0.0005799,0.0029509,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8194894,1039.140881,0,0.178951258,112.2571512,93.56682113,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.57.30.566.mat,4.88E-06,9.99E-09,158.1319,0.91029,4077,2.21E-18,6.02E-05,0.2595,-0.0006049,0.0029521,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8546595,1059.867606,0,0.119711329,177.8013578,129.0693557,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.57.43.404.mat,5.25E-06,9.97E-09,141.7201,0.81582,3313,1.81E-18,6.78E-05,0.278,-0.0006298,0.0029534,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.800901,1080.515958,0,0.191913032,165.4441423,141.4635717,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.57.57.037.mat,3.28E-06,1.00E-08,288.7426,1.6622,3881,9.36E-19,6.22E-05,0.1795,-0.0006548,0.0029546,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.836071,1101.242683,0,0.15636844,292.2492195,231.0435054,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.58.10.796.mat,2.50E-06,1.00E-08,440.1605,2.5338,4205,5.70E-19,5.90E-05,0.1405,-0.0006798,0.0029559,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.7865198,1121.973734,0,0.172384134,426.5099034,389.7297681,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.58.25.250.mat,3.24E-06,9.97E-09,297.7087,1.7138,4558,4.08E-19,5.55E-05,0.1775,-0.0007047,0.0029571,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8174825,1142.61776,0,0.14705749,328.0410236,281.7540545,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.58.38.974.mat,3.28E-06,9.97E-09,294.6299,1.696,4721,7.80E-19,5.39E-05,0.1795,-0.0007297,0.0029583,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8526526,1163.344486,0,0.17464112,311.6424465,287.6330528,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.58.52.984.mat,3.50E-06,1.00E-08,264.1039,1.5203,5399,6.59E-19,4.71E-05,0.1905,-0.0007547,0.0029596,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8031014,1184.075537,0,0.161450171,292.7108153,250.5428023,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.59.07.750.mat,4.23E-06,9.99E-09,202.6301,1.1664,5854,1.46E-18,4.25E-05,0.227,-0.0007796,0.0029608,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8340641,1204.719563,0,0.175064564,221.7464837,189.0911394,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.59.22.811.mat,3.37E-06,9.96E-09,283.5292,1.6321,6305,1.84E-18,3.80E-05,0.184,-0.0008046,0.0029621,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.7845129,1225.450614,0,0.20133295,286.785673,280.7826556,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.59.39.810.mat,6.00E-06,9.97E-09,114.4293,0.65872,9366,5.99E-18,7.30E-06,0.3155,-0.0008296,0.0029633,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,781.8196829,1246.177339,0,0.105825938,55.45566852,24.66398685,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-13.59.55.867.mat,4.00E-06,9.88E-09,223.3145,1.2855,4298,1.02E-17,5.79E-05,0.2155,-0.0008309,0.0029383,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0546907,1246.170976,0,0.217620814,229.2971162,216.2534013,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.00.32.784.mat,4.31E-06,9.96E-09,195.7079,1.1266,5996,1.25E-18,4.10E-05,0.231,-0.0007809,0.0029359,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,802.9843506,1204.717525,0,0.188807486,208.1845661,163.9681212,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.00.46.955.mat,3.78E-06,9.94E-09,235.5359,1.3559,3723,2.96E-19,6.37E-05,0.2045,-0.000756,0.0029346,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0381092,1184.069174,0,0.173509049,255.1135427,225.1040698,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.01.00.190.mat,3.45E-06,9.98E-09,269.6279,1.5521,3796,2.55E-19,6.30E-05,0.188,-0.000731,0.0029334,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0029391,1163.342448,0,0.151522155,293.0503701,241.6621789,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.01.14.117.mat,3.05E-06,9.94E-09,327.8384,1.8872,4363,1.79E-18,5.74E-05,0.168,-0.000706,0.0029321,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0524903,1142.611397,0,0.209184779,316.3437275,327.2537595,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.01.27.893.mat,2.63E-06,9.95E-09,406.3525,2.3392,4712,3.58E-19,5.39E-05,0.147,-0.0006811,0.0029309,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0215276,1121.967371,0,0.164064432,415.6759552,382.1112048,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.01.41.985.mat,3.84E-06,1.00E-08,227.3527,1.3088,4911,1.92E-18,5.20E-05,0.2075,-0.0006561,0.0029297,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,802.9863575,1101.240646,0,0.14257437,235.5770931,177.105505,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.01.56.653.mat,3.56E-06,9.99E-09,256.3798,1.4759,5912,6.64E-19,4.20E-05,0.1935,-0.0006311,0.0029284,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0359087,1080.509595,0,0.138857499,272.6241969,216.319526,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.02.11.757.mat,5.52E-06,9.98E-09,130.7515,0.75268,5318,4.33E-18,4.79E-05,0.2915,-0.0006062,0.0029272,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.004946,1059.865569,0,0.095981789,102.7470109,61.29766068,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.02.26.124.mat,3.02E-06,9.87E-09,325.358,1.8729,5694,1.27E-17,4.41E-05,0.1665,-0.0005812,0.0029259,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0544972,1039.134518,0,0.148546054,328.8276044,274.6344224,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.02.40.772.mat,3.61E-06,9.96E-09,249.4631,1.436,5617,1.08E-18,4.49E-05,0.196,-0.0005562,0.0029247,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0193272,1018.407793,0,0.133885736,256.0959209,192.9088875,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.02.55.627.mat,4.04E-06,9.96E-09,211.2417,1.216,5895,7.61E-19,4.21E-05,0.2175,-0.0005313,0.0029235,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,802.9883644,997.7637666,0,0.14276373,168.7500758,123.9343788,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.03.11.657.mat,2.94E-06,1.00E-08,342.2404,1.9701,6929,6.42E-19,3.18E-05,0.1625,-0.0005063,0.0029222,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0379156,977.0327155,0,0.137948744,351.7945483,297.1541784,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.03.26.492.mat,4.36E-06,9.98E-09,188.1026,1.0828,5910,1.15E-18,4.20E-05,0.2335,-0.0004813,0.002921,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0027456,956.3059902,0,0.125537088,217.2395958,166.2511556,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.03.41.910.mat,3.77E-06,9.96E-09,236.0688,1.3589,6122,8.61E-19,3.99E-05,0.204,-0.0004563,0.0029197,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0522968,935.5749391,0,0.133959236,265.3004024,227.4786615,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.03.56.138.mat,2.58E-06,9.98E-09,413.8754,2.3825,5362,6.26E-19,4.74E-05,0.1445,-0.0004314,0.0029185,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0213341,914.9309131,0,0.131306259,414.1825313,334.9591165,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.04.10.336.mat,2.80E-06,9.98E-09,366.033,2.1071,5138,1.09E-18,4.97E-05,0.1555,-0.0004064,0.0029173,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,802.986164,894.2041879,0,0.142329921,320.9105977,253.6634843,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.04.24.336.mat,4.24E-06,1.00E-08,196.9167,1.1336,4238,3.11E-17,5.87E-05,0.2275,-0.0003814,0.002916,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0357152,873.4731368,0,0.08377479,99.40254966,54.11849029,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.04.38.365.mat,6.18E-06,1.00E-08,112.8684,0.64973,4234,4.94E-19,5.88E-05,0.3245,-0.0003565,0.0029148,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0047525,852.8291108,0,0.191028724,134.8705968,112.4102812,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.04.53.920.mat,3.38E-06,1.00E-08,282.9261,1.6287,7031,1.52E-18,3.08E-05,0.1845,-0.0003315,0.0029135,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,803.0543037,832.0980597,0,0.140215178,313.7656134,277.8542068,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.05.07.934.mat,3.39E-06,1.00E-08,281.6934,1.6216,4483,7.23E-19,5.63E-05,0.185,-0.0003328,0.0028886,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2045902,832.0960225,0,0.144628472,307.8496805,274.8259772,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.05.29.246.mat,3.13E-06,1.01E-08,300.618,1.7305,8266,5.83E-17,1.79E-05,0.1725,-0.0003578,0.0028898,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2397603,852.8227478,0,0.151351602,393.1854785,380.1815288,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.05.45.998.mat,3.28E-06,1.00E-08,297.0907,1.7102,7945,2.52E-18,2.16E-05,0.1795,-0.0003827,0.0028911,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.1860018,873.4710996,0,0.14633197,219.0771903,153.5570527,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.06.01.057.mat,2.44E-06,1.00E-08,456.9231,2.6303,5427,1.72E-19,4.68E-05,0.1375,-0.0004077,0.0028923,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2211718,894.1978248,0,0.150163903,451.9791517,402.5979906,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.06.15.534.mat,4.70E-06,9.96E-09,158.7443,0.91382,4848,1.96E-17,5.26E-05,0.2505,-0.0004327,0.0028935,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2563418,914.9245501,0,0.141498963,209.5787744,158.6411628,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.06.30.217.mat,3.52E-06,9.94E-09,261.4613,1.5051,4874,2.09E-19,5.24E-05,0.1915,-0.0004577,0.0028948,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2067906,935.6556012,0,0.168984358,285.9520039,250.3323341,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.06.43.907.mat,3.85E-06,9.95E-09,230.2165,1.3253,3700,4.54E-19,6.41E-05,0.208,-0.0004826,0.002896,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2377534,956.2996272,0,0.188732688,244.9534537,224.5201576,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.06.57.163.mat,3.46E-06,9.97E-09,265.9959,1.5312,3859,3.09E-18,6.26E-05,0.1885,-0.0005076,0.0028973,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.1882022,977.0306783,0,NaN,NaN,NaN,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.07.18.288.mat,5.03E-06,1.00E-08,150.4954,0.86633,7939,4.05E-18,2.14E-05,0.2675,-0.0005326,0.0028985,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2233722,997.7574035,0,0.120390188,175.9027385,131.1823978,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.07.34.647.mat,3.82E-06,9.96E-09,231.4619,1.3324,7381,4.48E-19,2.73E-05,0.2065,-0.0005575,0.0028997,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.254335,1018.40143,0,0.180116891,232.535228,189.814086,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.07.48.580.mat,4.26E-06,9.93E-09,192.0199,1.1054,3793,4.19E-18,6.31E-05,0.2285,-0.0005825,0.002901,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2047838,1039.132481,0,0.100887819,140.2960074,85.03112553,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.08.10.380.mat,3.11E-06,1.00E-08,305.7095,1.7598,8205,1.65E-17,1.86E-05,0.1715,-0.0006075,0.0029022,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2399538,1059.859206,0,0.145065483,379.0307786,332.8156855,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.08.27.092.mat,3.15E-06,1.00E-08,268.7251,1.5469,8280,1.32E-16,1.83E-05,0.173,-0.0006324,0.0029035,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.1861953,1080.507558,0,0.132619555,467.0175464,403.1125884,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.08.42.558.mat,5.94E-06,9.95E-09,120.6967,0.6948,3684,7.50E-19,6.43E-05,0.3125,-0.0006574,0.0029047,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2213653,1101.234283,0,0.2780973,138.207858,118.4695061,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.08.57.550.mat,4.11E-06,9.97E-09,208.4661,1.2,4494,3.84E-19,5.62E-05,0.221,-0.0006824,0.0029059,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2565354,1121.961008,0,0.20888762,214.8347776,198.4035946,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.09.12.104.mat,3.81E-06,9.95E-09,230.1394,1.3248,4907,1.09E-18,5.21E-05,0.206,-0.0007073,0.0029072,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2027769,1142.60936,0,0.15035534,262.2843414,215.902754,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.09.26.636.mat,1.08E-05,9.96E-09,48.2978,0.27803,4844,9.52E-19,5.28E-05,0.5545,-0.0007323,0.0029084,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2379469,1163.336085,0,0.146863448,62.66299439,47.76127373,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.09.41.710.mat,5.08E-06,9.94E-09,150.896,0.86864,5412,5.32E-19,4.71E-05,0.2695,-0.0007573,0.0029097,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.1883957,1184.067136,0,0.178532781,170.4452808,143.8387027,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.10.13.068.mat,4.37E-06,9.93E-09,189.2376,1.0894,6020,9.05E-19,4.10E-05,0.234,-0.0008072,0.0029121,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2545285,1225.437888,0,0.160810761,220.5174676,180.7834423,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.10.28.009.mat,4.70E-06,9.95E-09,176.3963,1.0154,6152,4.08E-17,3.97E-05,0.2505,-0.0008322,0.0029134,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,824.2049773,1246.168939,0,0.24240431,150.5808481,175.3455836,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.10.41.537.mat,4.60E-06,9.92E-09,175.4007,1.0097,3784,6.34E-19,6.34E-05,0.2455,-0.0008085,0.0028872,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,845.404815,1225.43585,0,0.189769542,195.4049646,171.8966108,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.11.02.657.mat,3.09E-06,1.00E-08,315.293,1.815,8133,1.59E-17,1.94E-05,0.17,-0.0007836,0.0028859,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,845.4585735,1204.787499,0,0.154332988,376.9168201,339.5674091,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.11.18.493.mat,3.36E-06,9.92E-09,278.6114,1.6038,8166,1.48E-18,1.95E-05,0.1835,-0.0007586,0.0028847,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,845.4234035,1184.060773,0,0.136408372,257.3158959,206.225002,838186.96
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#2_stage37.5_WT\files and labfile,force-save-2024.06.07-14.11.32.684.mat,5.34E-06,9.88E-09,136.9812,0.78854,4454,1.45E-18,5.66E-05,0.2825,-0.0007336,0.0028835,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,2,,NaN,NaN,WT,37.5,845.3882334,1163.334048,0,0.119788734,147.6732643,111.3871721,838186.96
