folder,file,indent_depth,force,modulus,hertzfactor,contactpointindex,bestcontactpointrms,contactpointposition,indent_time,x,y,setpoint_N,setpoint_V,sensitivity,springconstant,beadradius,animal,orient,setpoint,speed,condition,stage,x_image,y_image,roi,beta_pyforce,k0_pyforce,k_pyforce,pix_per_m
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.19.36.406.mat,2.67E-06,9.95E-09,397.89,2.2905,5267,1.55E-18,4.73E-05,0.149,-0.0001428,0.00175,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.815577,990.7818999,0,0.13252484,393.1158366,341.196578,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.19.52.000.mat,3.23E-06,9.94E-09,298.0315,1.7156,4903,6.97E-19,5.10E-05,0.177,-0.0001641,0.001737,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.758224,1012.721339,0,0.146023013,311.5669256,264.2117963,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.20.06.022.mat,6.87E-06,9.95E-09,93.9571,0.54087,4080,4.00E-18,5.92E-05,0.359,-0.0001854,0.0017239,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.7741881,1034.705314,0,NaN,NaN,NaN,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.20.20.301.mat,6.16E-06,9.95E-09,114.6781,0.66015,4167,1.22E-18,5.84E-05,0.3235,-0.0002067,0.0017108,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.7901522,1056.689288,0,0.206260383,132.5523969,114.0739821,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.20.34.643.mat,6.57E-06,9.95E-09,102.8881,0.59228,5027,2.79E-18,4.98E-05,0.344,-0.000228,0.0016977,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.8061164,1078.673262,0,0.237577271,114.1774973,103.1613236,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.20.50.510.mat,3.42E-06,9.94E-09,265.3868,1.5277,6535,5.22E-18,3.48E-05,0.1865,-0.0002493,0.0016846,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.8220805,1100.657237,0,0.195888045,295.663232,256.7699737,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.21.06.300.mat,2.72E-06,9.97E-09,383.1527,2.2056,6573,1.26E-18,3.44E-05,0.1515,-0.0002706,0.0016716,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.7647275,1122.596676,0,0.168661506,344.5044842,291.8433144,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.21.22.624.mat,3.68E-06,9.93E-09,243.9439,1.4043,5654,1.49E-18,4.36E-05,0.1995,-0.0002919,0.0016585,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.7806916,1144.580651,0,0.182742161,227.4481884,183.2346098,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.21.38.246.mat,3.00E-06,9.96E-09,319.7275,1.8405,5907,1.14E-17,4.10E-05,0.1655,-0.0003133,0.0016454,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.751639,1166.640446,0,0.044999491,87.37827105,29.35955423,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.21.52.296.mat,2.41E-06,9.94E-09,455.4755,2.622,5101,1.14E-18,4.91E-05,0.136,-0.0003346,0.0016323,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.7676031,1188.62442,0,0.176766941,462.8177435,433.3934525,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.22.06.915.mat,2.89E-06,9.98E-09,353.6394,2.0357,5687,5.43E-19,4.32E-05,0.16,-0.0003559,0.0016192,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,739.7835672,1210.608395,0,0.122389342,356.9083138,286.4731705,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.22.21.092.mat,2.70E-06,9.95E-09,393.3108,2.2641,4746,5.72E-19,5.27E-05,0.1505,-0.0003432,0.0015977,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2638917,1210.554127,0,0.132259982,414.9447083,365.3084287,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.22.34.792.mat,3.06E-06,9.97E-09,336.8978,1.9394,4303,1.31E-17,5.71E-05,0.1685,-0.0003219,0.0016108,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2479275,1188.570153,0,0.191381146,301.278608,335.4326902,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.22.49.189.mat,1.95E-06,9.96E-09,616.3155,3.5478,4792,1.56E-18,5.23E-05,0.113,-0.0003006,0.0016238,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.3052805,1166.630713,0,0.144478572,514.9742169,450.8202282,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.23.02.895.mat,3.86E-06,9.92E-09,221.6866,1.2761,3462,1.50E-18,6.56E-05,0.2085,-0.0002793,0.0016369,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2893164,1144.646739,0,0.203747529,234.2826747,180.3780163,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.23.16.919.mat,3.72E-06,9.90E-09,232.0703,1.3359,3831,7.70E-18,6.19E-05,0.2015,-0.000258,0.00165,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2733523,1122.662765,0,0.115098113,143.6291012,80.11837375,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.23.30.615.mat,3.30E-06,9.93E-09,285.7201,1.6448,3117,1.29E-18,6.91E-05,0.1805,-0.0002367,0.0016631,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2573881,1100.67879,0,0.197711443,297.129153,267.0547201,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.23.54.706.mat,4.86E-06,9.92E-09,160.0373,0.92126,7041,5.16E-18,2.97E-05,0.2585,-0.0002154,0.0016762,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.241424,1078.694816,0,0.13741951,115.1241582,73.57156355,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.24.09.193.mat,2.59E-06,9.95E-09,419.1713,2.413,4782,1.53E-18,5.23E-05,0.145,-0.0001941,0.0016892,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.298777,1056.755377,0,0.156435368,437.4565188,396.9578712,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.24.23.383.mat,2.68E-06,9.89E-09,390.3283,2.2469,4603,6.74E-19,5.41E-05,0.1495,-0.0001728,0.0017023,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2828129,1034.771402,0,0.145621904,409.2418766,362.9527912,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.24.36.657.mat,4.91E-06,9.95E-09,158.5855,0.9129,4130,3.42E-18,5.89E-05,0.261,-0.0001515,0.0017154,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2668487,1012.787428,0,0.136836099,164.3918005,121.0513322,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.24.51.517.mat,3.23E-06,9.93E-09,296.584,1.7073,4542,7.98E-19,5.48E-05,0.177,-0.0001302,0.0017285,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2508846,990.8034534,0,0.127766503,303.6458869,251.2656625,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.25.05.636.mat,4.84E-06,9.94E-09,158.1219,0.91024,4124,1.84E-17,5.90E-05,0.2575,-0.0001089,0.0017416,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2349204,968.8194791,0,0.079335001,111.6066391,64.35581058,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.25.19.219.mat,3.37E-06,9.91E-09,274.2881,1.579,4161,1.71E-18,5.86E-05,0.184,-8.75E-05,0.0017546,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.3372903,946.8042185,0,0.17541547,295.7188772,253.5293938,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.25.33.178.mat,3.42E-06,9.96E-09,267.9386,1.5424,4272,2.28E-18,5.76E-05,0.1865,-6.62E-05,0.0017677,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.3213261,924.8202442,0,0.188955745,271.7923727,223.4377636,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.25.46.899.mat,5.44E-06,9.97E-09,137.1478,0.7895,4378,1.89E-18,5.65E-05,0.2875,-4.49E-05,0.0017808,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.305362,902.8362698,0,0.160659259,140.5625528,107.6646964,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.26.00.458.mat,6.36E-06,9.95E-09,105.6635,0.60826,4857,3.36E-18,5.17E-05,0.3335,-2.36E-05,0.0017939,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2893979,880.8522954,0,0.14378574,123.1365274,88.42202432,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.26.16.709.mat,4.86E-06,9.94E-09,159.1424,0.91611,5717,2.52E-18,4.32E-05,0.2585,-2.30E-06,0.001807,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2734337,858.868321,0,0.1628856,136.1057436,94.49554405,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.26.32.265.mat,1.02E-05,9.95E-09,51.2665,0.29512,5592,3.55E-17,4.44E-05,0.526,1.90E-05,0.0018201,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2574696,836.8843467,0,0.147372225,65.86101775,51.0732138,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.26.47.989.mat,3.60E-06,9.96E-09,252.6814,1.4546,7025,1.98E-18,3.00E-05,0.1955,4.03E-05,0.0018331,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.3148226,814.9449072,0,0.14811518,289.6249483,246.7853661,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.27.03.254.mat,4.70E-06,9.93E-09,169.414,0.97524,6634,1.51E-18,3.39E-05,0.2505,6.16E-05,0.0018462,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2988585,792.9609329,0,0.152373225,198.8482951,158.7865046,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.27.18.035.mat,5.43E-06,9.97E-09,136.2288,0.78421,4900,1.43E-17,5.13E-05,0.287,8.29E-05,0.0018593,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,761.2828943,770.9769585,0,0.111421472,101.3867973,57.80315099,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.28.05.031.mat,3.57E-06,9.74E-09,250.7493,1.4434,4155,4.64E-18,5.74E-05,0.1935,7.42E-05,0.0018247,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7341661,792.9824864,0,0.147224179,283.3231873,223.3044969,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.28.19.449.mat,7.18E-06,9.95E-09,88.7676,0.51099,4971,6.17E-18,5.05E-05,0.3745,5.29E-05,0.0018116,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7501302,814.9664608,0,0.228978473,86.79727492,54.53750844,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.28.40.774.mat,4.83E-06,9.56E-09,153.3024,0.88249,7951,1.47E-17,2.02E-05,0.2565,3.16E-05,0.0017985,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7660944,836.9504352,0,NaN,NaN,NaN,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.28.56.243.mat,6.12E-06,9.98E-09,112.4724,0.64745,6069,2.11E-18,3.95E-05,0.3215,1.03E-05,0.0017854,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7820585,858.9344096,0,0.167537945,102.0623752,66.67316061,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.29.09.943.mat,8.27E-06,9.94E-09,71.376,0.41088,2622,2.59E-18,7.39E-05,0.4285,-1.10E-05,0.0017723,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7980226,880.9183839,0,0.168157816,89.50193677,60.56311628,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.29.34.433.mat,7.84E-06,9.97E-09,77.8586,0.4482,7998,4.32E-18,2.02E-05,0.4075,-3.23E-05,0.0017593,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7406696,902.8578233,0,0.17894107,87.74025614,59.0774753,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.29.49.829.mat,3.49E-06,9.92E-09,258.5866,1.4886,5252,2.37E-18,4.76E-05,0.19,-5.36E-05,0.0017462,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7566338,924.8417977,0,0.172227659,235.5054901,188.7967463,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.30.04.728.mat,3.28E-06,9.94E-09,289.8326,1.6684,4371,6.08E-19,5.65E-05,0.1795,-7.49E-05,0.0017331,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7725979,946.8257721,0,0.175486277,260.6928828,218.7371187,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.30.18.904.mat,4.00E-06,9.89E-09,212.9676,1.226,4141,7.06E-19,5.88E-05,0.2155,-9.62E-05,0.00172,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.788562,968.8097465,0,0.164444661,240.2528169,194.9064621,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.30.33.232.mat,4.82E-06,9.94E-09,161.3038,0.92855,4033,1.21E-18,6.00E-05,0.2565,-0.0001175,0.0017069,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.8045262,990.7937208,0,0.147696188,155.3917014,116.6006718,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.30.47.389.mat,3.20E-06,9.94E-09,300.4956,1.7298,4952,6.00E-19,5.08E-05,0.1755,-0.0001388,0.0016938,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.8204903,1012.777695,0,0.17547171,304.1019281,262.081393,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.31.02.064.mat,2.75E-06,9.94E-09,380.0333,2.1877,5605,6.56E-19,4.43E-05,0.153,-0.0001601,0.0016808,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7631373,1034.717135,0,0.192020836,380.6891904,354.0906467,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.31.16.654.mat,2.78E-06,9.89E-09,375.3975,2.161,5199,2.09E-18,4.84E-05,0.1545,-0.0001814,0.0016677,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7791014,1056.701109,0,0.202042967,346.3361983,306.2225429,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.31.45.819.mat,3.24E-06,9.91E-09,291.0067,1.6752,5143,8.52E-19,4.89E-05,0.1775,-0.000224,0.0016415,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.8110297,1100.669058,0,0.212592988,277.0733861,231.6496831,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.32.00.870.mat,4.70E-06,9.87E-09,164.6659,0.94791,5221,6.77E-18,4.82E-05,0.2505,-0.0002453,0.0016284,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.8269939,1122.653032,0,0.142900568,125.5043491,86.94276998,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.32.15.698.mat,6.66E-06,9.92E-09,97.0302,0.55856,4094,6.80E-18,5.95E-05,0.3485,-0.0002666,0.0016154,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.7696408,1144.592472,0,0.145918389,99.69689584,65.25377325,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.32.31.308.mat,8.74E-06,9.93E-09,66.8529,0.38484,5325,1.88E-18,4.72E-05,0.4525,-0.0002879,0.0016023,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.785605,1166.576446,0,0.128780968,73.31985331,49.91512501,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.32.46.053.mat,2.95E-06,9.91E-09,348.1418,2.0041,5598,1.96E-18,4.44E-05,0.163,-0.0003092,0.0015892,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.8015691,1188.56042,0,0.195796797,349.230724,331.6235082,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.33.00.574.mat,5.81E-06,9.90E-09,121.1275,0.69728,4769,2.24E-18,5.27E-05,0.306,-0.0003305,0.0015761,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,782.8175333,1210.544395,0,0.145583117,142.2763901,110.1019992,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.33.15.299.mat,2.52E-06,9.84E-09,422.5632,2.4325,5766,8.40E-19,4.28E-05,0.1415,-0.0003179,0.0015546,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2528409,1210.565948,0,0.172149877,407.0161781,375.4321187,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.33.29.349.mat,3.90E-06,9.87E-09,211.7532,1.219,3990,1.65E-17,6.05E-05,0.2105,-0.0002966,0.0015676,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.3101939,1188.626509,0,0.096767517,125.1379975,65.02999141,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.34.06.442.mat,9.54E-06,9.90E-09,56.1484,0.32322,7049,2.43E-17,2.99E-05,0.4925,-0.000254,0.0015938,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2782656,1144.65856,0,0.104539887,44.2871337,24.67553236,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.34.21.516.mat,4.98E-06,9.85E-09,150.2891,0.86515,4799,5.46E-18,5.24E-05,0.2645,-0.0002327,0.0016069,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2623015,1122.674586,0,0.140614644,121.4605611,80.55557611,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.34.35.081.mat,3.75E-06,9.76E-09,237.4661,1.367,4486,3.54E-18,5.55E-05,0.2025,-0.0002114,0.00162,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2463373,1100.690611,0,0.179567497,244.7226187,210.8117238,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.34.49.415.mat,4.74E-06,9.79E-09,161.5472,0.92995,4093,3.13E-18,5.95E-05,0.252,-0.0001901,0.001633,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.3036904,1078.751172,0,0.128222665,147.1987035,104.3797493,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.35.03.120.mat,3.23E-06,9.84E-09,290.7487,1.6737,3939,1.42E-18,6.11E-05,0.177,-0.0001687,0.0016461,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.332743,1056.691376,0,0.197143892,284.5477791,247.4833198,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.35.17.276.mat,3.00E-06,9.82E-09,329.7704,1.8983,3746,9.27E-19,6.30E-05,0.1655,-0.0001474,0.0016592,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.3167789,1034.707402,0,0.204344576,305.7308027,284.4274493,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.35.30.794.mat,3.57E-06,9.86E-09,258.0113,1.4853,3873,2.45E-18,6.18E-05,0.194,-0.0001261,0.0016723,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.3008148,1012.723428,0,0.182030115,261.9540019,220.4121767,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.35.45.313.mat,3.61E-06,9.83E-09,246.3335,1.418,3804,2.26E-18,6.25E-05,0.196,-0.0001048,0.0016854,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2848506,990.7394533,0,0.189454158,258.2551484,212.8478467,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.35.59.168.mat,3.81E-06,9.87E-09,225.7802,1.2997,4076,1.67E-18,5.98E-05,0.206,-8.35E-05,0.0016985,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2688865,968.7554789,0,0.178383224,249.0487438,214.5282251,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.36.12.903.mat,5.54E-06,9.84E-09,130.3955,0.75063,4422,2.99E-18,5.64E-05,0.2925,-6.22E-05,0.0017115,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.3262395,946.8160395,0,0.172965848,116.8195808,82.39936734,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.36.27.605.mat,5.21E-06,9.86E-09,143.1592,0.8241,4851,1.95E-18,5.21E-05,0.276,-4.09E-05,0.0017246,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.3102754,924.8320651,0,0.179014245,144.8998553,106.8879837,869670.17
D:\Niklas\data\TO DO\4_To plot\2024_06_07_#1_stage37.5_WT\files and labfile,force-save-2024.06.07-12.36.41.973.mat,8.82E-06,9.89E-09,64.3411,0.37038,3858,2.97E-18,6.20E-05,0.4565,-1.96E-05,0.0017377,1.00E-08,4.183767818,7.24E-08,0.033,1.86E-05,1,,NaN,NaN,WT,37.5,804.2943112,902.8480907,0,0.180883585,75.79151699,48.96237407,869670.17
